Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
1,1.91751E+14,1.91752E+14,1112.626465,1.91752E+14,1.91752E+14,218.390126,tulips,0.6319746,,,1331.016591,,0,0,,279453.7134,,roses
2,1.91752E+14,1.91753E+14,954.173116,1.91753E+14,1.91753E+14,90.169228,roses,0.77114844,,,1044.342344,,1,1,,,,
3,1.91753E+14,1.91754E+14,961.44645,1.91754E+14,1.91754E+14,82.60454,roses,0.7269702,,,1044.05099,,2,1,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
5,1.91754E+14,1.91755E+14,962.471919,1.91755E+14,1.91755E+14,80.604435,roses,0.6927493,,,1043.076354,,3,1,,1042.737737,,268
6,1.91756E+14,1.91757E+14,959.429835,1.91757E+14,1.91757E+14,85.59803,roses,0.66768163,,,1045.027865,,4,0,,,,
7,1.91757E+14,1.91758E+14,961.001502,1.91758E+14,1.91758E+14,81.193185,roses,0.6090855,,,1042.194687,,5,1,,Avg Class per Sec,,((TOTAL TP CONFIDENCE))
8,1.91758E+14,1.91759E+14,963.012856,1.91759E+14,1.91759E+14,89.438707,roses,0.6009104,,,1052.451563,,6,1,,0.890365449,,161.8172327
9,1.91759E+14,1.9176E+14,958.923325,1.9176E+14,1.9176E+14,86.686102,tulips,0.51951694,,,1045.609427,,7,1,,,,
10,1.9176E+14,1.91761E+14,961.985982,1.91761E+14,1.91761E+14,77.371674,roses,0.6325563,,,1039.357656,,8,1,,Avg TP Confidence,,
11,1.91761E+14,1.91762E+14,958.584783,1.91762E+14,1.91762E+14,80.883029,tulips,0.5861586,,,1039.467812,,9,1,,0.66318538,,
13,1.91762E+14,1.91763E+14,963.021763,1.91763E+14,1.91763E+14,87.947092,roses,0.6327966,,,1050.968855,,10,1,,,,
14,1.91763E+14,1.91764E+14,970.786607,1.91764E+14,1.91765E+14,78.194591,tulips,0.7021783,,,1048.981198,,11,1,,Total Classifications,,
15,1.91765E+14,1.91766E+14,962.771398,1.91766E+14,1.91766E+14,86.035789,roses,0.52736706,,,1048.807187,,12,0,,268,,
16,1.91766E+14,1.91767E+14,963.405513,1.91767E+14,1.91767E+14,75.676466,tulips,0.63958853,,,1039.081979,,13,1,,,,
17,1.91767E+14,1.91768E+14,964.487023,1.91768E+14,1.91768E+14,80.204487,roses,0.5005912,,,1044.69151,,14,1,,True Positives,,
18,1.91768E+14,1.91769E+14,959.20645,1.91769E+14,1.91769E+14,83.906727,tulips,0.7512491,,,1043.113177,,15,1,,244,,
19,1.91769E+14,1.9177E+14,961.057439,1.9177E+14,1.9177E+14,80.508185,tulips,0.6292591,,,1041.565624,,16,1,,,,
20,1.9177E+14,1.91771E+14,959.668481,1.91771E+14,1.91771E+14,79.391883,tulips,0.57565427,,,1039.060364,,17,1,,False Negatives,,
22,1.91771E+14,1.91772E+14,958.083845,1.91772E+14,1.91772E+14,82.717248,tulips,0.68053436,,,1040.801093,,18,1,,24,,
23,1.91773E+14,1.91774E+14,970.146294,1.91774E+14,1.91774E+14,79.115633,tulips,0.7371056,,,1049.261927,,19,1,,,,
24,1.91774E+14,1.91775E+14,963.072076,1.91775E+14,1.91775E+14,81.852873,tulips,0.77897495,,,1044.924949,,20,1,,Recall,,
25,1.91775E+14,1.91776E+14,956.726658,1.91776E+14,1.91776E+14,92.14652,roses,0.5801829,,,1048.873178,,21,0,,0.910447761,,
26,1.91776E+14,1.91777E+14,961.20369,1.91777E+14,1.91777E+14,82.928863,roses,0.7278441,,,1044.132553,,22,1,,,,
27,1.91777E+14,1.91778E+14,962.701659,1.91778E+14,1.91778E+14,81.124331,tulips,0.6018066,,,1043.82599,,23,1,,,,
28,1.91778E+14,1.91779E+14,953.725772,1.91779E+14,1.91779E+14,76.906675,roses,0.61414915,,,1030.632447,,24,1,,,,
29,1.91779E+14,1.9178E+14,958.25697,1.9178E+14,1.9178E+14,83.708758,roses,0.7245866,,,1041.965728,,25,1,,,,
30,1.9178E+14,1.91781E+14,957.956293,1.91781E+14,1.91781E+14,84.445113,tulips,0.58433425,,,1042.401406,,26,1,,,,
32,1.91781E+14,1.91782E+14,969.052597,1.91782E+14,1.91782E+14,75.747248,roses,0.6496349,,,1044.799845,,27,1,,,,
33,1.91783E+14,1.91784E+14,960.778689,1.91784E+14,1.91784E+14,82.746674,roses,0.71292984,,,1043.525363,,28,1,,,,
34,1.91784E+14,1.91785E+14,961.35145,1.91785E+14,1.91785E+14,80.208549,tulips,0.62136465,,,1041.559999,,29,1,,,,
35,1.91785E+14,1.91786E+14,963.150304,1.91786E+14,1.91786E+14,80.175893,roses,0.6424666,,,1043.326197,,30,1,,,,
36,1.91786E+14,1.91787E+14,957.345876,1.91787E+14,1.91787E+14,86.10381,roses,0.5550005,,,1043.449686,,31,0,,,,
37,1.91787E+14,1.91788E+14,953.005563,1.91788E+14,1.91788E+14,78.210112,roses,0.54072076,,,1031.215675,,32,1,,,,
38,1.91788E+14,1.91789E+14,957.404991,1.91789E+14,1.91789E+14,75.048393,roses,0.57877344,,,1032.453384,,33,1,,,,
39,1.91789E+14,1.9179E+14,955.791762,1.9179E+14,1.9179E+14,78.902508,roses,0.67138845,,,1034.69427,,34,1,,,,
41,1.9179E+14,1.91791E+14,957.290304,1.91791E+14,1.91791E+14,84.624852,roses,0.59713256,,,1041.915156,,35,1,,,,
42,1.91791E+14,1.91792E+14,956.069783,1.91792E+14,1.91793E+14,74.958809,roses,0.60967654,,,1031.028592,,36,1,,,,
43,1.91793E+14,1.91793E+14,953.971658,1.91793E+14,1.91794E+14,88.812092,roses,0.53272027,,,1042.78375,,37,1,,,,
44,1.91794E+14,1.91795E+14,955.211762,1.91795E+14,1.91795E+14,88.434019,roses,0.6299558,,,1043.645781,,38,1,,,,
45,1.91795E+14,1.91796E+14,961.690044,1.91796E+14,1.91796E+14,82.153289,roses,0.5343136,,,1043.843333,,39,1,,,,
46,1.91796E+14,1.91797E+14,959.51572,1.91797E+14,1.91797E+14,88.46079,roses,0.60910064,,,1047.97651,,40,0,,,,
47,1.91797E+14,1.91798E+14,962.698793,1.91798E+14,1.91798E+14,79.719487,roses,0.6063883,,,1042.41828,,41,1,,,,
48,1.91798E+14,1.91799E+14,968.900722,1.91799E+14,1.91799E+14,72.05933,roses,0.5849621,,,1040.960052,,42,1,,,,
49,1.91799E+14,1.918E+14,960.613116,1.918E+14,1.918E+14,84.612769,roses,0.5982408,,,1045.225885,,43,1,,,,
51,1.918E+14,1.91801E+14,962.023325,1.91801E+14,1.91801E+14,74.586518,roses,0.6890279,,,1036.609843,,44,1,,,,
52,1.91802E+14,1.91802E+14,970.37843,1.91802E+14,1.91803E+14,79.024852,roses,0.70058066,,,1049.403282,,45,1,,,,
53,1.91803E+14,1.91804E+14,961.772387,1.91804E+14,1.91804E+14,84.95954,roses,0.6558558,,,1046.731927,,46,1,,,,
54,1.91804E+14,1.91805E+14,960.58546,1.91805E+14,1.91805E+14,78.668393,roses,0.6913832,,,1039.253853,,47,1,,,,
55,1.91805E+14,1.91806E+14,966.625722,1.91806E+14,1.91806E+14,77.508081,roses,0.68576735,,,1044.133803,,48,1,,,,
56,1.91806E+14,1.91807E+14,963.094263,1.91807E+14,1.91807E+14,84.633863,roses,0.7733028,,,1047.728126,,49,1,,,,
57,1.91807E+14,1.91808E+14,962.391033,1.91808E+14,1.91808E+14,82.584905,roses,0.590633,,,1044.975938,,50,0,,,,
58,1.91808E+14,1.91809E+14,967.638274,1.91809E+14,1.91809E+14,79.617456,roses,0.57306397,,,1047.25573,,51,1,,,,
60,1.91809E+14,1.9181E+14,961.304888,1.9181E+14,1.9181E+14,84.008237,roses,0.65636545,,,1045.313125,,52,1,,,,
61,1.91811E+14,1.91812E+14,960.460357,1.91812E+14,1.91812E+14,80.282612,tulips,0.5791985,,,1040.742969,,53,1,,,,
62,1.91812E+14,1.91813E+14,958.370928,1.91813E+14,1.91813E+14,83.651467,roses,0.6982162,,,1042.022395,,54,1,,,,
63,1.91813E+14,1.91814E+14,955.067387,1.91814E+14,1.91814E+14,83.437248,roses,0.51257175,,,1038.504635,,55,1,,,,
64,1.91814E+14,1.91815E+14,956.653377,1.91815E+14,1.91815E+14,88.130373,roses,0.6928054,,,1044.78375,,56,1,,,,
65,1.91815E+14,1.91816E+14,961.088638,1.91816E+14,1.91816E+14,93.088707,roses,0.7034539,,,1054.177345,,57,1,,,,
66,1.91816E+14,1.91817E+14,965.131815,1.91817E+14,1.91817E+14,77.631987,roses,0.7352077,,,1042.763802,,58,1,,,,
67,1.91817E+14,1.91818E+14,956.192023,1.91818E+14,1.91818E+14,74.066935,roses,0.71468604,,,1030.258958,,59,0,,,,
68,1.91818E+14,1.91819E+14,961.904523,1.91819E+14,1.91819E+14,80.048654,tulips,0.58837897,,,1041.953177,,60,1,,,,
70,1.91819E+14,1.9182E+14,965.29843,1.9182E+14,1.91821E+14,83.083185,roses,0.56617665,,,1048.381615,,61,1,,,,
