Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
1,1.82981E+14,1.82982E+14,715.909654,1.82982E+14,1.82982E+14,144.177619,daisy,0.9089562,,,860.087273,,0,0,,285327.9824,,daisy
1,1.82982E+14,1.82982E+14,604.534852,1.82982E+14,1.82983E+14,46.525005,daisy,0.7404145,,,651.059857,,1,2,,,,
2,1.82983E+14,1.82983E+14,646.378189,1.82983E+14,1.82983E+14,68.360215,daisy,0.83950114,,,714.738404,,2,1,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
3,1.82983E+14,1.82984E+14,735.273354,1.82984E+14,1.82984E+14,68.163809,daisy,0.8255583,,,803.437163,,3,1,,867.2583053,,329
4,1.82984E+14,1.82985E+14,736.081011,1.82985E+14,1.82985E+14,69.640893,daisy,0.61092067,,,805.721904,,4,1,,,,
5,1.82985E+14,1.82986E+14,744.936272,1.82986E+14,1.82986E+14,70.791465,daisy,0.8589902,,,815.727737,,5,2,,Avg Class per Sec,,
5,1.82986E+14,1.82987E+14,747.868356,1.82987E+14,1.82987E+14,59.973964,daisy,0.80346906,,,807.84232,,6,1,,1.093023256,,
6,1.82987E+14,1.82987E+14,744.790751,1.82987E+14,1.82987E+14,63.120943,daisy,0.81203556,,,807.911694,,7,1,,,,
7,1.82987E+14,1.82988E+14,734.089396,1.82988E+14,1.82988E+14,69.221413,daisy,0.83002347,,,803.310809,,8,1,,Total Classifications,,
8,1.82988E+14,1.82989E+14,734.477104,1.82989E+14,1.82989E+14,72.565267,daisy,0.8172941,,,807.042371,,9,1,,329,,
9,1.82989E+14,1.8299E+14,745.060907,1.8299E+14,1.8299E+14,68.039798,daisy,0.7866131,,,813.100705,,10,2,,,,
10,1.8299E+14,1.82991E+14,739.376376,1.82991E+14,1.82991E+14,59.513495,daisy,0.86730707,,,798.889871,,11,1,,True Positives,,
10,1.82991E+14,1.82992E+14,730.933979,1.82992E+14,1.82992E+14,67.029643,daisy,0.7596835,,,797.963622,,12,1,,329,,
11,1.82992E+14,1.82992E+14,739.50273,1.82992E+14,1.82992E+14,63.81136,daisy,0.78820145,,,803.31409,,13,1,,,,
12,1.82992E+14,1.82993E+14,745.331584,1.82993E+14,1.82993E+14,66.033653,daisy,0.91082096,,,811.365237,,14,1,,False Negatives,,
13,1.82993E+14,1.82994E+14,735.666167,1.82994E+14,1.82994E+14,75.03558,daisy,0.79371095,,,810.701747,,15,2,,0,,
14,1.82994E+14,1.82995E+14,738.864188,1.82995E+14,1.82995E+14,62.262402,daisy,0.8771184,,,801.12659,,16,1,,,,
15,1.82995E+14,1.82996E+14,732.880906,1.82996E+14,1.82996E+14,72.224122,daisy,0.902621,,,805.105028,,17,1,,Recall,,
15,1.82996E+14,1.82997E+14,734.956167,1.82997E+14,1.82997E+14,64.583808,daisy,0.7607909,,,799.539975,,18,1,,1,,
16,1.82997E+14,1.82997E+14,746.998876,1.82997E+14,1.82997E+14,72.109122,daisy,0.772743,,,819.107998,,19,1,,,,
17,1.82997E+14,1.82998E+14,740.89174,1.82998E+14,1.82998E+14,66.347402,daisy,0.85329664,,,807.239142,,20,2,,,,
18,1.82998E+14,1.82999E+14,736.874448,1.82999E+14,1.82999E+14,55.744641,daisy,0.838547,,,792.619089,,21,1,,,,
19,1.82999E+14,1.83E+14,735.583146,1.83E+14,1.83E+14,72.478862,daisy,0.8594569,,,808.062008,,22,1,,,,
20,1.83E+14,1.83001E+14,737.85799,1.83001E+14,1.83001E+14,72.946257,daisy,0.85124093,,,810.804247,,23,1,,,,
20,1.83001E+14,1.83002E+14,747.968824,1.83002E+14,1.83002E+14,71.299226,daisy,0.7715652,,,819.26805,,24,1,,,,
21,1.83002E+14,1.83002E+14,733.893563,1.83002E+14,1.83002E+14,72.39782,daisy,0.7799555,,,806.291383,,25,2,,,,
22,1.83002E+14,1.83003E+14,732.617364,1.83003E+14,1.83003E+14,65.201361,daisy,0.72542,,,797.818725,,26,1,,,,
23,1.83003E+14,1.83004E+14,733.240334,1.83004E+14,1.83004E+14,71.376465,daisy,0.77660584,,,804.616799,,27,1,,,,
24,1.83004E+14,1.83005E+14,734.264083,1.83005E+14,1.83005E+14,68.874278,daisy,0.77745765,,,803.138361,,28,1,,,,
25,1.83005E+14,1.83006E+14,747.105283,1.83006E+14,1.83006E+14,63.755527,daisy,0.76684684,,,810.86081,,29,1,,,,
25,1.83006E+14,1.83007E+14,732.72101,1.83007E+14,1.83007E+14,78.405112,daisy,0.8468334,,,811.126122,,30,2,,,,
26,1.83007E+14,1.83007E+14,738.537677,1.83007E+14,1.83007E+14,71.96506,daisy,0.83485764,,,810.502737,,31,1,,,,
27,1.83007E+14,1.83008E+14,734.744136,1.83008E+14,1.83008E+14,60.837297,daisy,0.6890075,,,795.581433,,32,1,,,,
28,1.83008E+14,1.83009E+14,738.926636,1.83009E+14,1.83009E+14,70.227663,daisy,0.7825096,,,809.154299,,33,1,,,,
