Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence
2,447705561661062,447705563433718,1.772656,447705577856116,447705610109713,32.253597,blobEdges,100.0
2,447705561661062,447705563433718,1.772656,447705629078985,447705653210811,24.131826,blobEdges,100.0
2,447705561661062,447705563433718,1.772656,447705674069198,447705698029774,23.960576,blobEdges,100.0
2,447705561661062,447705563433718,1.772656,447705719340869,447705743186132,23.845263,blobEdges,100.0
2,447705561661062,447705563433718,1.772656,447705762369728,447705785824053,23.454325,blobEdges,100.0
2,447705561661062,447705563433718,1.772656,447705806983066,447705830249995,23.266929,blobEdges,100.0
2,447705561661062,447705563433718,1.772656,447705852862654,447705876061197,23.198543,blobEdges,100.0
2,447705561661062,447705563433718,1.772656,447705896114116,447705917007452,20.893336,blobEdges,100.0
2,447705561661062,447705563433718,1.772656,447705937283808,447705957855216,20.571408,blobEdges,100.0
2,447705561661062,447705563433718,1.772656,447705977969853,447705998148762,20.178909,blobEdges,100.0
2,447705561661062,447705563433718,1.772656,447706019371889,447706040466422,21.094533,blobEdges,100.0
2,447705561661062,447705563433718,1.772656,447706060444497,447706080851270,20.406773,blobEdges,100.0
2,447705561661062,447705563433718,1.772656,447706101159449,447706121687264,20.527815,blobEdges,100.0
3,447705561661062,447705563433718,1.772656,447706142831953,447706162983205,20.151252,blobEdges,100.0
3,447705561661062,447705563433718,1.772656,447706182835395,447706203503001,20.667606,blobEdges,100.0
3,447705561661062,447705563433718,1.772656,447706223845295,447706243988474,20.143179,blobEdges,100.0
3,447705561661062,447705563433718,1.772656,447706263228267,447706283637801,20.409534,blobEdges,100.0
3,447705561661062,447705563433718,1.772656,447706304852594,447706326985305,22.132711,blobEdges,100.0
3,447705561661062,447705563433718,1.772656,447706347126140,447706369563538,22.437398,blobEdges,100.0
3,447705561661062,447705563433718,1.772656,447706391372707,447706411746876,20.374169,blobEdges,100.0
3,447705561661062,447705563433718,1.772656,447706431312190,447706451645942,20.333752,blobEdges,100.0
