Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
1,1.88233E+14,1.88234E+14,1115.735215,1.88234E+14,1.88235E+14,219.937886,roses,0.48702356,,,1335.673101,,0,0,,279625.7573,,daisy
2,1.88235E+14,1.88236E+14,961.387752,1.88236E+14,1.88236E+14,77.909539,daisy,0.7693424,,,1039.297291,,1,1,,,,
3,1.88236E+14,1.88237E+14,960.021085,1.88237E+14,1.88237E+14,76.722507,daisy,0.8268511,,,1036.743592,,2,1,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
5,1.88237E+14,1.88238E+14,967.472752,1.88238E+14,1.88238E+14,91.32928,daisy,0.77037144,,,1058.802032,,3,1,,1043.379691,,268
6,1.88238E+14,1.88239E+14,963.573169,1.88239E+14,1.88239E+14,83.848915,daisy,0.5707135,,,1047.422084,,4,0,,,,
7,1.88239E+14,1.8824E+14,957.823012,1.8824E+14,1.8824E+14,81.730217,daisy,0.65236795,,,1039.553229,,5,1,,Avg Class per Sec,,((TOTAL TP CONFIDENCE))
8,1.8824E+14,1.88241E+14,962.7577,1.88241E+14,1.88241E+14,86.382821,daisy,0.41702196,,,1049.140521,,6,1,,0.890365449,,133.5232801
9,1.88241E+14,1.88242E+14,955.731189,1.88242E+14,1.88242E+14,85.276832,daisy,0.7795225,,,1041.008021,,7,1,,,,
10,1.88243E+14,1.88243E+14,957.245096,1.88243E+14,1.88244E+14,76.839747,roses,0.5165634,,,1034.084843,,8,1,,Avg TP Confidence,,
11,1.88244E+14,1.88245E+14,955.960773,1.88245E+14,1.88245E+14,80.74907,daisy,0.6229631,,,1036.709843,,9,1,,0.598759104,,
12,1.88245E+14,1.88246E+14,959.080981,1.88246E+14,1.88246E+14,79.220216,daisy,0.79316145,,,1038.301197,,10,1,,,,
14,1.88246E+14,1.88247E+14,960.502908,1.88247E+14,1.88247E+14,71.406257,daisy,0.48623732,,,1031.909165,,11,1,,Total Classifications,,
15,1.88247E+14,1.88248E+14,965.481085,1.88248E+14,1.88248E+14,76.289383,roses,0.47195864,,,1041.770468,,12,1,,268,,
16,1.88248E+14,1.88249E+14,958.335617,1.88249E+14,1.88249E+14,80.022039,daisy,0.5522414,,,1038.357656,,13,0,,,,
17,1.88249E+14,1.8825E+14,971.758951,1.8825E+14,1.8825E+14,79.369487,roses,0.4034574,,,1051.128438,,14,1,,True Positives,,
18,1.8825E+14,1.88251E+14,964.230253,1.88251E+14,1.88251E+14,86.101832,daisy,0.50775194,,,1050.332085,,15,1,,223,,
19,1.88252E+14,1.88252E+14,961.467283,1.88252E+14,1.88253E+14,82.275633,roses,0.5230198,,,1043.742916,,16,1,,,,
